"","ADM_RATE","ACTCMMID","UGDS","TUITIONFEE_IN","TUITFTE","INEXPFTE","AVGFACSAL","PFTFAC","PFTFTUG1_EF","AGE_ENTRY","yvals","names"
"11313",0.8957,22,18923,4353,3969,6313,7012,0.7361,0.5955,22.205937795,0.396,"University of Wisconsin-Milwaukee"
"11314",0.9762,23,5165,3720,3322,5258,5962,0.8008,0.6299,20.992150022,0.5402,"University of Wisconsin-Platteville"
"11315",0.8006,22,5107,3670,2775,4309,5985,0.7086,0.7047,20.936940966,0.5274,"University of Wisconsin-River Falls"
"11316",0.8135,23,8150,3631,3130,4969,6120,0.8187,0.6346,21.373241544,0.5588,"University of Wisconsin-Stevens Point"
"11326",0.9655,23,8790,2997,2420,7320,6532,0.94,0.9864,23.352261048,0.5428,"University of Wyoming"
"11410",0.7127,21,1146,2730,4322,6567,5396,0.4268,0.5127,23.526988636,0.3364,"University of the Virgin Islands"
"11411",0.6103,14,871,2730,4828,7336,5576,0.4167,0.4244,23.526988636,0.5138,"UNIVERSITY OF THE VIRGIN ISLANDS-KINGSHILL"
"11412",0.1273,31,7360,27204,15823,37059,12296,0.883,0.9517,20.71030883,0.9253,"Stanford University"
"11414",0.756,26,31565,5580,6188,8471,7771,0.8367,0.8291,20.419177798,0.6545,"Purdue University-Main Campus"
"12059",0.68,21,357,8692,9481,9549,3737,1,0.2727,26.546448087,0.625,"Watkins College of Art Design & Film"
"12373",1,20,99,4870,6025,1165,2640,0.3333,0.7813,23.197368421,0.1,"Messenger College"
"12732",0.7628,21,3881,2628,3130,5121,5741,0.5347,0.921,24.230946882,0.3666,"Florida Gulf Coast University"
"13166",0.4457,18,5292,3352,3556,3470,4991,0.7786,0.839,21.296296296,0.3802,"Alabama A & M University"
"13167",0.8049,22,10381,4274,3988,14509,6734,0.899,0.9479,22.97632312,0.3857,"University of Alabama at Birmingham"
"13169",0.8756,25,4966,4126,4069,5926,6257,0.5884,0.4482,23.484270242,0.4369,"University of Alabama in Huntsville"
"13171",0.867,24,15548,4134,4039,6358,6551,0.8269,0.6966,21.286944046,0.6248,"The University of Alabama"
"13174",0.9917,20,4355,4130,3912,4472,5708,0.5793,0.33,23.636605953,0.2827,"Auburn University at Montgomery"
"13175",0.776,25,19145,4426,5879,6553,7151,0.873,0.7251,20.511567164,0.6758,"Auburn University"
"13196",0.5848,23,658,14560,6679,8052,4948,0.5246,0.859,22.044496487,0.5707,"Huntingdon College"
"13199",0.8923,20,7289,3540,3333,3917,5448,0.6759,0.9685,23.538996811,0.3665,"Jacksonville State University"
"13204",0.7823,23,366,8550,6313,7376,4264,0.8929,1,22.575342466,0.439,"Judson College"
"13206",0.7836,19,1686,3710,3317,4493,4663,1,0.597,22.900590551,0.2747,"University of West Alabama"
"13210",0.9106,20,1670,9270,6370,4662,4028,0.5867,0.545,27.613160518,0.4208,"University of Mobile"
"13211",0.7586,22,2596,3866,3400,4117,4827,0.7196,0.6391,21.731046931,0.4212,"University of Montevallo"
"13213",0.7939,21,4604,3490,3250,3815,5285,1,0.9826,22.791239515,0.3795,"University of North Alabama"
"13215",0.3683,19,1787,10708,8481,5947,4244,0.6821,0.8422,21.833935018,0.4059,"Oakwood University"
"13220",0.8963,25,2836,13154,10049,8636,6391,0.6471,0.8536,21.648902821,0.7275,"Samford University"
"13223",0.4111,20,9905,3770,2932,6709,5727,0.6812,0.5164,24.220597862,0.3136,"University of South Alabama"
"13225",0.795,24,1183,19000,9355,5224,5331,0.5234,0.7817,22.022764228,0.6339,"Spring Hill College"
"13227",0.468,17,1200,7848,159396,59727,4002,1,0.9697,21.151133501,0.2736,"Stillman College"
"13230",0.6978,21,1578,3530,3832,4283,5275,1,0.0875,28.468172485,0.1724,"TROY STATE UNIVERSITY DOTHAN"
"13233",0.7511,21,5633,3842,4862,3052,4765,0.3388,0.3092,27.252242152,0.5417,"Troy University"
"13234",0.807,19,2391,11310,17076,14948,4897,1,0.9175,19.822861469,0.5077,"Tuskegee University"
"13260",0.884,23,37336,3595,4639,6264,7600,0.8492,0.5979,23.379753225,0.52,"Arizona State University-Tempe"
"13262",0.8506,24,27764,3603,5393,10314,7991,0.8009,0.7407,22.015317287,0.5471,"University of Arizona"
"13263",0.7717,20,287,11160,3748,693,3324,0.625,0.9254,26.650822669,0.7982,"Southwest University of Visual Arts-Tucson"
"13276",0.8008,24,1615,21340,15451,9465,5726,0.802,0.7249,23.505982906,0.5077,"Embry-Riddle Aeronautical University-Prescott"
"13278",0.7211,23,1480,14500,9839,6081,4131,0.2033,0.4595,26.863939106,0.4731,"Grand Canyon University"
"13292",0.8129,22,12824,3508,3145,5330,5725,0.9915,0.5851,23.935115748,0.5184,"Northern Arizona University"
"13317",0.303,18,9330,3672,3423,4394,5580,0.6002,0.3933,25.638875987,0.1879,"University of Arkansas at Little Rock"
"13322",0.7237,25,472,12395,4034,9993,5091,1,0.7895,21.902439024,0.488,"Lyon College"
"13325",0.8488,25,12720,4768,3860,6522,6775,0.9206,0.638,21.933365178,0.4828,"University of Arkansas"
"13326",0.7041,16,3045,3687,868,3970,4725,0.7489,0.8126,21.37012987,0.3109,"University of Arkansas at Pine Bluff"
"13328",0.6603,22,9000,4810,2181,4266,5189,0.7264,0.5914,24.47724496,0.377,"Arkansas State University-Main Campus"
"13329",0.542,22,5762,3312,1990,3198,4964,0.6326,0.7808,23.639545319,0.3614,"Arkansas Tech University"
"13335",0.7036,23,8580,4505,2633,4352,4913,0.8296,0.7067,21.640525945,0.3949,"University of Central Arkansas"
"13336",0.8415,20,417,7288,6763,3409,3236,1,0.9808,22.77593361,0.4215,"Central Baptist College"
"13349",0.5829,24,4036,9720,6984,5688,5172,1,0.8482,20.255639098,0.5991,"Harding University"
"13350",0.752,22,2710,3380,1532,4417,5112,0.9811,0.5012,22.839796567,0.3304,"Henderson State University"
"13351",0.8642,28,1044,15630,7426,10624,5800,0.81,0.9207,19.699331849,0.6383,"Hendrix College"
"13354",0.7301,25,1614,13716,7184,5537,4818,1,0.4338,26.235426009,0.5111,"John Brown University"
"13365",0.8009,24,1499,14260,6343,11453,5413,0.7793,0.8206,19.916949153,0.5817,"Ouachita Baptist University"
"13368",0.8379,23,696,11880,6081,7639,4950,1,0.9907,20.246710526,0.4839,"University of the Ozarks"
"13379",0.7003,21,528,8120,4772,2591,3898,0.7105,0.6471,22.104956268,0.4639,"Williams Baptist College"
"13382",0.8132,20,2804,3496,1791,3881,4940,1,0.9628,22.420652999,0.2854,"Southern Arkansas University Main Campus"
"13410",0.8261,23,4373,18790,12256,6248,5834,0.9379,0.7038,26.101138647,0.5735,"Azusa Pacific University"
"13425",0.8426,21,1734,14684,10365,4420,5590,0.3902,0.4294,25.762300762,0.3796,"California Baptist University"
"13429",0.7732,23,1909,20200,11255,7405,6069,1,0.6614,22.362462761,0.6088,"California Lutheran University"
"13480",0.6199,25,3413,24576,13785,9186,7411,0.4251,0.7335,28.251137398,0.5806,"Chapman University"
"13482",0.6653,21,1281,17990,9172,4923,4371,0.4049,0.6558,23.207124011,0.9868,"Concordia University-Irvine"
"13489",0.3102,29,1137,27700,16675,15589,8781,0.8308,0.9016,19.62406015,0.8588,"Claremont McKenna College"
"13518",0.549,22,1107,22250,12704,7908,5984,0.2634,0.6055,26.879291251,0.473,"Dominican University of California"
"13544",0.0934,21,1304,17592,6615,2998,5026,0.8372,0.3866,26.337777778,0.5678,"Fresno Pacific University"
"13568",0.6209,20,592,20180,10050,6905,5316,0.2441,0.3333,29.778313253,0.4565,"Holy Names University"
"13587",0.9688,21,440,7300,6331,4885,4747,0.6061,0.3012,22.325174825,0.4737,"Life Pacific College"
"13589",0.5714,20,3623,20500,10487,6516,6983,0.2473,0.389,29.084638172,0.505,"University of La Verne"
"13598",0.6361,19,1504,16272,10380,6138,4988,0.9674,0.5637,21.756423433,0.3264,"La Sierra University"
"13607",0.8392,24,1127,17200,8964,5043,5474,0.3791,0.6292,22.993333333,0.6103,"The Master's College and Seminary"
"13677",0.4352,29,1817,28092,14488,11676,7654,0.7542,0.853,19.511976048,0.7748,"Occidental College"
"13682",0.628,25,1017,23420,21610,9125,5085,0.1207,0.488,22.131799163,0.4043,"Otis College of Art and Design"
"13691",0.9563,25,1317,17115,12280,8395,4138,0.7885,0.1786,23.692403487,0.1981,"Pacific Union College"
"13692",0.705,25,3337,23180,19434,15867,6985,0.6194,0.7686,22.343370312,0.5987,"University of the Pacific"
"13700",0.25,23,3083,27520,16504,8834,9816,0.5534,0.7602,22.079268293,0.7967,"Pepperdine University"
"13703",0.6435,24,2375,18500,11064,5344,6639,0.4873,0.7618,22.878378378,0.5142,"Point Loma Nazarene University"
"13704",0.2109,31,1529,27150,16708,23225,9017,1,1,19.354545455,0.916,"Pomona College"
"13711",0.7631,24,3175,23796,11028,6995,6222,0.3523,0.9965,24.572562358,0.6533,"University of Redlands"
"13732",0.5592,23,153,23780,14367,16467,7052,0.2371,0.8269,21.052631579,0.625,"San Francisco Conservatory of Music"
"13735",0.8196,23,4587,23340,13784,9884,8466,0.4541,0.6341,23.010258915,0.6583,"University of San Francisco"
"13741",0.4928,20,358,12204,7580,3259,4759,0.2239,0.3562,29.371335505,0.1935,"William Jessup University"
"13749",0.6975,26,4257,25365,11253,6554,8742,0.8577,0.9989,20.210451977,0.8476,"Santa Clara University"
"13753",0.5421,29,810,27100,13807,16189,8454,0.6923,0.8936,20.197674419,0.8,"Scripps College"
"13761",0.9477,21,961,14760,9955,4829,4504,0.3868,0.4597,25.472019465,0.4667,"Simpson University"
"13779",0.299,29,16240,28692,15467,18523,9205,0.6194,0.7009,21.537819026,0.8059,"University of Southern California"
"13783",0.7697,27,332,16800,13069,7068,7402,0.9667,0.7723,20.34057971,0.8049,"Thomas Aquinas College"
"13806",0.7608,23,1203,23192,14247,8814,7175,1,0.9868,20.302768166,0.5083,"Whittier College"
"13814",0.69,20,1939,2482,1503,2557,4371,0.295,0.4125,23.572160547,0.3276,"Adams State University"
"13821",0.6997,23,6980,3478,4661,5411,6338,0.5266,0.2915,24.67958951,0.3918,"University of Colorado Denver/Anschutz Medical Campus"
"13823",0.648,23,5763,3845,4178,4653,5973,0.5522,0.4659,23.702973978,0.3892,"University of Colorado Colorado Springs"
"13825",0.8026,26,25472,4020,8459,8064,7913,0.598,0.7412,21.005581915,0.6781,"University of Colorado Boulder"
"13826",0.7447,23,1420,15040,8913,5329,4875,0.9545,0.5896,27.544715447,0.3422,"Colorado Christian University"
"13832",0.6739,27,2658,6433,7230,10475,8155,0.654,0.8317,20.252386002,0.6606,"Colorado School of Mines"
"13834",0.8116,24,20722,3745,5447,6637,7214,0.7371,0.614,21.34531886,0.621,"Colorado State University-Fort Collins"
"13845",0.7835,25,4432,24873,15655,8953,7262,1,0.743,23.47112928,0.7054,"University of Denver"
"13847",0.7756,21,4023,2789,3054,3457,4830,0.7479,0.685,22.205141129,0.3106,"Fort Lewis College"
"13854",0.919,20,5257,2515,1698,3460,4588,0.9904,0.5977,24.078552176,0.2877,"Colorado Mesa University"
"13855",0.8125,20,18904,3640,2403,3256,5418,0.3613,0.336,25.734701493,0.1969,"Metropolitan State University of Denver"
"13862",0.7139,23,9901,3242,3027,4353,5960,0.7509,0.6056,22.003800581,0.4709,"University of Northern Colorado"
"13869",0.8362,23,5430,20700,20653,8931,5404,1,0.4079,30.955150133,0.5478,"Regis University"
"13873",0.9532,21,4457,2899,1813,3093,5254,0.5382,0.419,24.918490918,0.3172,"Colorado State University-Pueblo"
"13880",0.7934,21,2297,2564,3605,3635,4671,0.7344,0.7384,21.481132075,0.3084,"Western State Colorado University"
"13907",0.6945,22,5254,22470,11701,10068,6176,0.4455,0.7775,20.323416915,0.5118,"University of Hartford"
"13933",0.6197,22,5365,21120,16256,7558,8117,0.3741,0.8682,20.061887801,0.6871,"Quinnipiac University"
"13941",0.3646,27,2061,30230,21650,22300,8108,0.7828,0.937,20.652802893,0.842,"Trinity College"
"13943",0.2808,31,2692,29998,16920,20341,8722,0.9088,0.8805,19.410832232,0.91,"Wesleyan University"
"13953",0.4208,26,16430,6498,9446,12347,8359,0.9771,0.8549,20.02396068,0.7402,"University of Delaware"
"13958",0.5979,27,5632,24452,20748,10156,8363,0.5265,0.7828,20.388812471,0.7131,"American University"
"13959",0.8194,25,2724,23250,12959,10436,7039,0.497,0.7618,21.375816993,0.6861,"Catholic University of America"
"13960",0.625,20,469,19900,38392,24317,4159,1,0.2216,22.684848485,0.5556,"CORCORAN COLLEGE OF ART AND DESIGN"
"13962",0.6875,16,1154,9000,7968,24713,8410,1,0.1988,23.523046092,0.2891,"Gallaudet University"
"13963",0.4037,27,9953,29320,15976,12926,8587,0.4253,0.8395,20.555660974,0.7512,"George Washington University"
"13966",0.5643,23,7001,10935,7046,14729,6949,0.9293,0.8039,20.931126713,0.694,"Howard University"
"13977",0.7749,19,572,5450,4734,3728,4607,0.9048,0.2315,24.76,0.3134,"The Baptist College of Florida"
"13978",0.7416,21,5809,20320,9839,8464,5854,0.5455,0.3908,29.193468885,0.5739,"Barry University"
"13980",0.715,17,2794,10106,6802,5410,4769,0.7344,0.8807,20.500598802,0.3031,"Bethune-Cookman University"
"13981",0.8159,19,1903,22600,16694,7793,5885,0.6882,0.9576,23.338278932,0.3732,"Lynn University"
"13993",0.8861,23,607,10390,8661,3433,3666,0.7708,1,20.279069767,0.4749,"Clearwater Christian College"
"13998",0.7669,24,1617,22538,17790,12337,5490,0.4976,1,25.851247601,0.6528,"Eckerd College"
"14001",0.8158,24,4488,21360,16023,9815,6404,0.7176,0.7696,23.505982906,0.4804,"Embry-Riddle Aeronautical University-Daytona Beach"
"14002",0.7088,21,10972,2702,5510,10512,6453,0.9819,0.2485,20.488151659,0.4484,"Florida Agricultural and Mechanical University"
"14003",0.7212,20,19078,2354,3096,5689,6447,0.5704,0.3558,24.380958669,0.3526,"Florida Atlantic University"
"14005",0.331,24,2034,7410,7772,3072,4421,0.3762,0.28,22.090143218,0.5542,"Flagler College-St Augustine"
"14007",0.6667,23,478,9400,5993,6487,4537,1,0.9098,19.677966102,0.5733,"Florida College"
"14012",0.8237,25,2328,22600,17495,8129,6267,0.9191,0.7711,20.256860593,0.545,"Florida Institute of Technology"
"14014",0.4301,24,25729,2668,6787,8592,7018,0.9907,0.4182,23.300578035,0.4731,"Florida International University"
"14018",0.7464,21,2451,17542,11451,4837,5322,0.6264,0.5992,22.617461746,0.5654,"Florida Southern College"
"14019",0.6447,25,29129,2714,3098,5052,7285,0.7621,0.7436,21.083073728,0.6286,"Florida State University"
"14031",0.8333,22,128,4240,5420,5307,1367,0.625,0.9375,22.41509434,1,"Hobe Sound Bible College"
"14039",0.7001,22,2396,17700,9102,9688,5693,0.9844,0.4352,25.799396682,0.4172,"Jacksonville University"
"14060",0.4445,28,9629,26280,17890,18050,7958,0.6949,0.7799,21.253329918,0.6748,"University of Miami"
"14071",0.6624,22,11363,2330,2524,3726,5766,0.9687,0.5732,23.372266282,0.4878,"University of North Florida"
"14077",0.5268,23,2374,14890,6371,4658,4371,0.9833,0.5423,25.074229692,0.4,"Palm Beach Atlantic University"
"14105",0.6176,23,31166,2982,2754,7119,6332,0.853,0.5712,22.947783328,0.4917,"University of South Florida-Main Campus"
"14109",0.7666,24,2127,21300,15179,10465,6729,1,0.7985,20.773127753,0.6766,"Stetson University"
"14118",0.6077,23,4087,17572,20416,8783,5992,1,0.9904,21.426583493,0.5225,"The University of Tampa"
"14127",0.72,19,912,11290,8785,2876,4232,0.3929,0.4301,28.853736089,0.4483,"Warner University"
"14129",0.5,17,588,11500,10383,2486,4022,0.4722,0.5405,22.368972746,0.439,"Webber International University"
"14132",0.7785,24,7457,2470,2767,4838,5621,0.988,0.3822,24.609058403,0.3839,"The University of West Florida"
"14143",0.7971,17,3677,1398,1198,2963,4554,0.4106,0.4884,26.411274315,0.1928,"Darton State College"
"14144",0.3082,18,3120,2774,1415,5607,5495,1,0.7103,23.600630915,0.3322,"Albany State University"
"14147",0.6544,20,5281,2602,2298,4389,5166,0.5787,0.3908,26.212090164,0.1986,"Armstrong State University"
"14151",0.3816,19,346,10250,10008,4752,5505,0.3409,0.5976,21.859504132,0.3182,"Point University"
"14152",0.6425,22,317,16300,19623,8466,5273,1,1,22.12,0.4366,"ATLANTA COLLEGE OF ART"
"14155",0.528,20,3920,12862,10295,6862,4988,0.9966,0.7593,20.564019449,0.3061,"Clark Atlanta University"
"14162",0.8294,26,1885,15220,17539,13990,5606,1,0.8794,20.020915033,0.621,"Berry College"
"14164",0.7417,21,1343,14040,18269,14715,4830,0.4695,0.2566,28.886986301,0.3526,"Brenau University"
"14165",0.9771,18,1090,9900,6377,4516,4493,0.3617,0.7872,25.018181818,0.1862,"Brewton-Parker College"
"14169",0.5928,20,5631,2670,2393,4087,5247,0.5073,0.3309,27.814693342,0.1261,"Clayton  State University"
"14172",0.6977,19,5938,2676,2006,4418,5514,0.5515,0.555,23.861140259,0.2516,"Columbus State University"
"14174",0.6056,26,1170,18320,12275,6469,5396,1,0.6726,26.532503458,0.5888,"Covenant College"
"14183",0.4807,22,2196,2782,1325,6107,4932,0.9304,0.7425,21.808478425,0.3048,"Fort Valley State University"
"14188",0.6243,22,4632,3596,2623,5383,5499,1,0.6972,21.709761163,0.3484,"Georgia College and State University"
"14191",0.5504,21,13021,2912,2129,4251,5639,0.8959,0.671,21.146839489,0.3737,"Georgia Southern University"
"14192",0.4921,22,19116,3920,4001,5184,6825,0.9487,0.3749,23.605239955,0.3211,"Georgia State University"
"14193",0.7521,26,24974,4078,4335,6014,7662,0.8437,0.7277,21.338649015,0.713,"University of Georgia"
"14202",0.7032,22,15420,2724,2753,3960,5732,0.5537,0.4609,25.422535211,0.3033,"Kennesaw State University"
"14204",0.8988,22,934,14482,8898,9720,5304,0.8272,0.9692,24.103019538,0.4688,"LaGrange College"
"14215",0.7218,22,2859,14310,8137,7397,5680,0.7067,0.8797,19.914569031,0.5561,"Morehouse College"
"14218",0.5662,22,3905,2808,2195,4634,5443,0.5765,0.5657,23.685620915,0.4635,"NORTH GEORGIA COLLEGE AND STATE UNIVERSITY"
"14220",0.6599,25,900,19920,8739,6374,5736,1,0.6143,23.475369458,0.6119,"Oglethorpe University"
"14222",0.0768,16,955,9082,8805,8541,4053,0.78,0.859,20.895899054,0.3092,"Paine College"
"14224",0.5369,20,1010,12500,4497,2407,4984,1,0.7248,25.655394525,0.3134,"Piedmont College"
"14228",0.7731,23,5278,19035,17655,6125,4926,0.8656,0.9752,20.959872321,0.6236,"Savannah College of Art and Design"
"14229",0.2884,17,2564,2830,1408,5419,5698,0.7126,0.7693,21.595419847,0.1758,"Savannah State University"
"14230",0.8288,22,2226,11705,5438,4305,4745,0.2766,0.3717,32.874824191,0.4793,"Shorter University"
"14234",0.3887,22,2063,14125,8576,10215,5839,0.7105,1,20.006593407,0.7703,"Spelman College"
"14235",0.8549,21,3111,2312,2499,5290,6388,1,0.4277,23.792792793,0.2254,"Southern Polytechnic State University"
"14241",0.8,18,366,9828,6987,3222,3739,0.5532,0.7257,20.841860465,0.1055,"Truett-McConnell College"
"14243",0.6908,22,8682,2860,2198,4656,5477,0.7622,0.655,22.31511254,0.3338,"Valdosta State University"
"14246",0.774,23,628,10420,4866,7861,4708,0.6438,0.6197,24.706666667,0.4609,"Wesleyan College"
"14247",0.6242,20,7883,2774,1937,4021,5570,0.8775,0.6651,22.63619648,0.3104,"University of West Georgia"
"14250",0.9627,22,2118,13500,6620,3471,5355,1,0.4025,24.747211896,0.363,"Chaminade University of Honolulu"
"14252",0.7278,23,13069,3464,3417,10798,7302,0.7415,0.4592,22.801033011,0.54,"University of Hawaii at Manoa"
"14255",0.7605,22,6049,10368,9088,4458,5747,0.2379,0.2309,24.562315996,0.3643,"Hawaii Pacific University"
"14270",0.8452,23,15396,3251,3385,5187,5383,0.5606,0.497,25.455311057,0.3403,"Boise State University"
"14274",0.8059,23,9047,3348,3320,6306,6108,0.8407,0.6538,22.197131609,0.5316,"University of Idaho"
"14275",0.7608,25,796,14540,7847,6830,4504,0.9565,0.7904,19.948979592,0.5207,"The College of Idaho"
"14276",0.6388,20,2908,3126,740,5950,4595,0.8766,0.3737,26.128278221,0.2745,"Lewis-Clark State College"
"14283",0.9253,22,11136,2554,1996,4224,5740,0.7875,0.8744,21.335160532,0.6069,"Brigham Young University-Idaho"
"14291",0.6819,27,2293,20829,18699,12345,5908,0.7286,0.8709,19.850917431,0.7695,"Augustana College"
"14292",0.5686,22,1632,14250,10568,5250,5299,0.6892,0.5237,22.694148936,0.4863,"Aurora University"
"14298",0.5581,21,604,9890,5761,3853,4634,0.5645,0.8148,20.764556962,0.3484,"Blackburn College"
"14299",0.6959,23,178,12400,8437,11454,5444,1,0.3472,24.823529412,0.3913,"Blessing Rieman College of Nursing"
"14301",0.6855,26,5288,16800,10764,8674,6623,0.6417,0.7505,20.603931409,0.7123,"Bradley University"
"14318",0.5558,18,4818,4382,3052,7878,5807,1,0.3802,27.685090909,0.152,"Chicago State University"
"14320",0.3962,30,4325,29238,15287,35805,10826,0.8088,0.933,21.952676864,0.8709,"University of Chicago"
"14329",0.5585,22,1072,17900,9439,6376,4061,1,0.5611,22.048231511,0.5183,"Concordia University-Chicago"
